customer_id,msisdn,first_name,last_name,birth_date,kyc_level,registration_date,country_code,region,customer_status,account_balance
CUST-001004372,+221606555925,Yaya,Sidibé,2003-12-22,LEVEL_1,2024-06-11,SEN,Ziguinchor,ACTIVE,150090.81
CUST-001004373,+221726733115,Idrissa,Kaba,1983-02-20,LEVEL_2,2022-12-29,SEN,Kolda,ACTIVE,195276.34
CUST-001004374,+225741949834,Abdourahmane,Camara,1969-04-03,LEVEL_2,2022-12-08,CIV,Yamoussoukro,ACTIVE,408679.83
CUST-001004375,+224794061030,Awa,Bamba,1960-09-11,LEVEL_1,2021-12-18,GIN,Boké,ACTIVE,252119.84
CUST-001004376,+224797779698,Maïmouna,Diop,1984-06-25,LEVEL_1,2022-02-21,GIN,Mamou,SUSPENDED,336455.65
CUST-001004377,+224651641888,Abdourahmane,Mboup,1982-02-16,LEVEL_2,2025-02-22,GIN,Faranah,DORMANT,312285.9
CUST-001004378,+225661710027,Mor,Dieng,1965-05-15,LEVEL_2,2021-07-29,CIV,Bouaké,ACTIVE,127937.62
CUST-001004379,+224748302046,Aboubacar,Niang,1986-01-07,LEVEL_2,2022-10-07,GIN,Kindia,ACTIVE,460863.62
CUST-001004380,+221606198665,Mafoudia,Faye,1981-07-06,LEVEL_1,2021-10-22,SEN,Sédhiou,ACTIVE,404564.88
CUST-001004381,+223637438325,Aïssatou,Sakho,2002-04-12,LEVEL_2,2021-10-22,MLI,Ségou,SUSPENDED,337443.21
CUST-001004382,+225602127169,Khadidja,Mbaye,1963-09-12,LEVEL_0,2023-07-06,CIV,Bouaké,ACTIVE,170197.14
CUST-001004383,+224793528175,Diaba,Barry,2002-08-27,LEVEL_2,2022-11-02,GIN,Boké,DORMANT,492099.56
CUST-001004384,+221794998400,Naby,Kaba,1960-06-04,LEVEL_1,2023-09-15,SEN,Kédougou,ACTIVE,94010.22
CUST-001004385,+221727777007,Aminata,Conté,1964-09-24,LEVEL_2,2023-06-28,SEN,Saint-Louis,ACTIVE,111584.11
CUST-001004386,+223645773307,Souleymane,Sakho,1992-02-12,LEVEL_2,2022-09-15,MLI,Kayes,ACTIVE,471569.91
CUST-001004387,+221737766173,Rokhaya,Sarr,1957-05-22,LEVEL_2,2023-07-23,SEN,Diourbel,ACTIVE,453502.76
CUST-001004388,+224702787498,Boubacar,Kaba,1990-01-22,LEVEL_2,2023-10-20,GIN,Kindia,DORMANT,2923.6
CUST-001004389,+224722721636,Diaba,Yaméogo,1996-03-28,LEVEL_1,2023-12-25,GIN,Kindia,ACTIVE,75529.13
CUST-001004390,+221667110235,Ousmane,Sawadogo,1971-11-12,LEVEL_2,2023-03-30,SEN,Kolda,ACTIVE,460550.95
CUST-001004391,+224618347754,Ngoné,Kane,1967-04-19,LEVEL_2,2022-11-26,GIN,Kindia,ACTIVE,34979.98
CUST-001004392,+224746648529,Aminata,Dembélé,1974-05-22,LEVEL_0,2021-09-26,GIN,Nzérékoré,DORMANT,9822.81
CUST-001004393,+224663280920,Mohamed,Cissé,1956-01-21,LEVEL_2,2023-08-16,GIN,Kindia,ACTIVE,254939.07
CUST-001004394,+225726442837,Abdourahmane,Wade,1967-07-19,LEVEL_2,2025-09-21,CIV,Bouaké,ACTIVE,215809.07
CUST-001004395,+225718746410,Adja,Yansané,1985-10-09,LEVEL_2,2021-02-20,CIV,Daloa,ACTIVE,347751.59
CUST-001004396,+223647844186,Mafoudia,Touré,1994-10-25,LEVEL_1,2023-07-19,MLI,Ségou,ACTIVE,427210.87
CUST-001004397,+224758290071,Abdoulaye,Diop,1955-05-07,LEVEL_2,2025-09-09,GIN,Kankan,ACTIVE,419862.13
CUST-001004398,+221749064419,Astou,Keita,2003-04-10,LEVEL_1,2024-09-25,SEN,Tambacounda,DORMANT,133844.3
CUST-001004399,+221738921305,Khady,Kane,2005-02-02,LEVEL_2,2024-10-30,SEN,Louga,ACTIVE,105750.06
CUST-001004400,+224753093609,Modou,Berthé,1978-05-02,LEVEL_2,2024-09-02,GIN,Boké,ACTIVE,101684.22
CUST-001004401,+221644013550,Naby,Fall,1959-03-19,LEVEL_1,2021-07-25,SEN,Saint-Louis,ACTIVE,336981.24
CUST-001004402,+225768889740,Sékou,Coulibaly,1995-07-06,LEVEL_2,2024-08-13,CIV,San-Pédro,ACTIVE,83593.8
CUST-001004403,+221723216906,Hawa,Barry,1975-11-08,LEVEL_2,2023-01-17,SEN,Kaolack,DORMANT,415134.02
CUST-001004404,+221600808138,Awa,Konkobo,1960-08-13,LEVEL_1,2024-10-16,SEN,Kolda,ACTIVE,112000.61
CUST-001004405,+224647508778,Khadidja,Keita,1981-06-03,LEVEL_1,2024-11-16,GIN,Labé,ACTIVE,349592.27
CUST-001004406,+224796934878,Souaïbou,Kaba,1990-01-08,LEVEL_2,2022-04-25,GIN,Mamou,ACTIVE,84019.52
CUST-001004407,+225617150946,Sékou,Mboup,1995-04-03,LEVEL_2,2025-03-31,CIV,Yamoussoukro,ACTIVE,190881.0
CUST-001004408,+221650966291,Modou,Dia,1993-10-10,LEVEL_1,2023-04-09,SEN,Kaffrine,ACTIVE,89677.51
CUST-001004409,+224795084312,Adja,Bamba,1961-01-17,LEVEL_1,2023-03-09,GIN,Mamou,DORMANT,74979.33
CUST-001004410,+221616180306,Salimata,Sarr,1961-07-10,LEVEL_2,2025-09-17,SEN,Kaolack,ACTIVE,379867.52
CUST-001004411,+224784012387,Talla,Sy,1979-10-17,LEVEL_2,2023-09-13,GIN,Faranah,DORMANT,223266.87
CUST-001004412,+221607400743,Sékou,Sylla,1965-02-11,LEVEL_2,2022-10-05,SEN,Kaffrine,ACTIVE,301956.38
CUST-001004413,+221739399504,Mor,Niang,2007-12-24,LEVEL_2,2025-06-26,SEN,Kaolack,ACTIVE,399223.32
CUST-001004414,+224601729512,Coumba,Traoré,1974-08-20,LEVEL_1,2021-03-21,GIN,Faranah,DORMANT,81150.24
CUST-001004415,+224618022659,Diaba,Compaoré,1977-10-03,LEVEL_2,2023-10-12,GIN,Kindia,ACTIVE,465507.77
CUST-001004416,+221600337328,Ibrahima,Dieng,1962-08-11,LEVEL_1,2021-12-17,SEN,Kaffrine,ACTIVE,16690.56
CUST-001004417,+224768264247,Seynabou,Ka,1963-06-28,LEVEL_0,2021-04-06,GIN,Boké,ACTIVE,410897.68
CUST-001004418,+221720907207,Abdourahmane,Sy,1959-02-10,LEVEL_2,2024-02-19,SEN,Louga,ACTIVE,339526.06
CUST-001004419,+224 732 256785,Lamine,Lo,1965-06-09,LEVEL_1,2021-11-10,GIN,Boké,ACTIVE,226615.49
CUST-001004420,+225752239540,Khadidja,Doumbouya,1972-10-14,LEVEL_2,2021-09-15,CIV,Daloa,ACTIVE,66665.59
CUST-001004421,+224681489808,Maïmouna,Cissé,1978-09-08,LEVEL_2,2022-02-05,GIN,Boké,ACTIVE,222756.45
CUST-001004422,+224617630726,Daouda,Kourouma,1996-10-01,LEVEL_2,2022-01-24,GIN,Conakry,SUSPENDED,433979.11
CUST-001004423,+225697875793,Sokhna,Sy,1999-03-05,LEVEL_2,2022-11-21,CIV,Yamoussoukro,ACTIVE,338706.84
CUST-001004424,+224796653541,Abdoulaye,Mané,1999-06-25,LEVEL_0,2022-08-23,GIN,Mamou,ACTIVE,129448.15
CUST-001004425,+225735868770,Abdoulaye,Coulibaly,2006-06-07,LEVEL_0,2024-11-03,CIV,San-Pédro,ACTIVE,101257.59
CUST-001004426,+224675172661,Idrissa,Konkobo,1963-07-15,LEVEL_1,2025-05-02,GIN,Boké,ACTIVE,74503.16
CUST-001004427,+221649022326,Lansana,Barry,1850-05-12,LEVEL_2,2024-03-24,SEN,Saint-Louis,ACTIVE,98813.79
CUST-001004428,+225777881417,Bintou,Dramé,2002-02-11,LEVEL_2,2024-10-07,CIV,Daloa,ACTIVE,382289.77
CUST-001004429,+221616694656,Yacouba,Kourouma,1962-09-28,LEVEL_2,2022-08-24,SEN,Thiès,ACTIVE,294532.75
CUST-001004430,+225620426142,Ibrahima,Thiam,1959-10-16,LEVEL_1,2024-02-19,CIV,Daloa,ACTIVE,160766.92
CUST-001004431,+224690593607,Khadidja,Sarr,1978-08-18,LEVEL_1,2024-03-29,GIN,Boké,ACTIVE,287763.6
CUST-001004432,+221746942637,Coumba,Traoré,1998-02-24,LEVEL_2,2023-10-26,SEN,Tambacounda,ACTIVE,18547.49
CUST-001004433,+225748554785,Lamine,Tall,2005-12-16,LEVEL_2,2025-11-09,CIV,Bouaké,ACTIVE,323714.36
CUST-001004434,+221692996589,Sokhna,Dramé,1980-09-15,LEVEL_1,2022-07-02,SEN,Sédhiou,ACTIVE,401611.56
CUST-001004435,+224 702 197923,Salimata,Cissé,1973-06-12,LEVEL_1,2021-12-01,GIN,Faranah,ACTIVE,189023.69
CUST-001004436,+224794963726,Souleymane,Bangoura,2001-09-22,LEVEL_2,2024-11-07,GIN,Kankan,ACTIVE,238761.05
CUST-001004437,+225707177469,Daouda,Ndiaye,1981-02-20,LEVEL_1,2021-03-12,CIV,Bouaké,ACTIVE,80894.7
CUST-001004438,+223699199847,Diaba,Conté,1983-09-15,LEVEL_2,2025-11-22,MLI,Kayes,ACTIVE,206430.77
CUST-001004439,+221760030101,Alpha,Cissé,1985-07-16,LEVEL_2,2024-12-25,SEN,Kaolack,ACTIVE,363900.75
CUST-001004440,+224781096248,Lansana,Doumbouya,1958-10-20,LEVEL_2,2025-11-27,GIN,Kindia,ACTIVE,338869.49
CUST-001004441,+221688171933,Souaïbou,Sawadogo,1996-02-20,LEVEL_2,2024-06-23,SEN,Diourbel,ACTIVE,38456.7
CUST-001004442,+225779479443,Cheikh,Faye,1979-01-21,LEVEL_2,2021-05-26,CIV,Yamoussoukro,DORMANT,49346.56
CUST-001004443,+224683861867,Saliou,Kane,2003-03-09,LEVEL_2,2021-08-24,GIN,Nzérékoré,ACTIVE,167602.28
CUST-001004444,+221750065552,Boubacar,Mané,2001-12-23,LEVEL_1,2021-02-14,SEN,Ziguinchor,ACTIVE,201668.57
CUST-001004445,+221726448992,Souleymane,Sidibé,1990-02-20,LEVEL_2,2022-10-25,SEN,Saint-Louis,ACTIVE,157184.92
CUST-001004446,+221781155084,Aliou,Sawadogo,1969-01-07,LEVEL_2,2022-08-15,SEN,Matam,DORMANT,405665.96
CUST-001004447,+225753957236,Pape,Yaméogo,1963-08-23,LEVEL_2,2023-06-17,CIV,Abidjan,ACTIVE,358200.94
CUST-001004448,+223607107307,Babacar,Dia,1990-01-23,LEVEL_2,2022-09-29,MLI,Tombouctou,ACTIVE,465930.63
CUST-001004449,00221722191281,Tidiane,Dieye,1971-05-27,LEVEL_2,2024-06-11,SEN,Saint-Louis,CLOSED,117052.23
CUST-001004450,+221748511760,Ibrahima,Compaoré,1984-08-08,LEVEL_2,2025-06-01,SEN,Thiès,DORMANT,246879.52
CUST-001004451,+225775586887,Babacar,Bah,1967-07-03,LEVEL_2,2025-07-18,CIV,Yamoussoukro,SUSPENDED,194138.69
CUST-001004452,+225708280225,Adja,Dieng,1999-12-12,LEVEL_1,2025-04-19,CIV,Abidjan,ACTIVE,343124.27
CUST-001004453,+221785801566,Hawa,Wade,1983-05-28,LEVEL_1,2021-06-01,SEN,Thiès,ACTIVE,371390.92
CUST-001004454,+221694377803,Babacar,Doumbouya,2005-06-03,LEVEL_1,2021-07-13,SEN,Dakar,ACTIVE,186365.98
CUST-001004455,+224628633690,Idrissa,Cherif,1988-03-02,LEVEL_2,2021-12-31,GIN,Mamou,ACTIVE,297272.89
CUST-001004456,+225628614220,Tidiane,Dembélé,1959-09-21,LEVEL_2,2024-09-04,CIV,Yamoussoukro,ACTIVE,350741.25
CUST-001004457,+225721092244,Saliou,Kourouma,1980-06-12,LEVEL_2,2024-06-19,CIV,Bouaké,ACTIVE,238330.54
CUST-001004458,+221691444630,Aliou,Doumbia,1998-04-19,LEVEL_2,2021-11-27,SEN,Kaolack,ACTIVE,340066.85
CUST-001004459,+225753317529,Hawa,Berthé,1970-08-15,LEVEL_2,2025-07-26,CIV,Korhogo,ACTIVE,328091.74
CUST-001004460,+225740082709,Kemo,Niass,2001-11-14,LEVEL_0,2021-09-29,CIV,Yamoussoukro,DORMANT,49322.06
CUST-001004461,+224617402958,Rokhaya,Compaoré,1976-03-18,LEVEL_2,2024-04-16,GIN,Mamou,ACTIVE,14090.57
CUST-001004462,+225613649431,Drissa,Dembélé,1968-06-16,LEVEL_2,2025-01-16,CIV,Abidjan,ACTIVE,62777.18
CUST-001004463,+225695019004,Naby,Kourouma,1984-09-16,LEVEL_2,2022-06-20,CIV,San-Pédro,ACTIVE,390281.93
CUST-001004464,+224681822879,Mariétou,Diagne,1958-03-17,LEVEL_2,2022-09-06,GIN,Nzérékoré,ACTIVE,374015.69
CUST-001004465,+224739797881,Hawa,Gueye,1996-01-08,LEVEL_1,2021-10-07,GIN,Nzérékoré,ACTIVE,470014.47
CUST-001004466,+221615709716,Mohamed,Mbaye,2006-05-19,LEVEL_2,2025-10-06,SEN,Sédhiou,ACTIVE,363445.48
CUST-001004467,+221750086787,Ramatou,Wade,1955-12-21,LEVEL_2,2025-10-03,SEN,Kaolack,ACTIVE,284300.33
CUST-001004468,+221787317737,Boubacar,Konaré,1984-09-25,LEVEL_1,2021-04-25,SEN,Diourbel,ACTIVE,283287.39
CUST-001004469,+221678835819,Penda,Ouédraogo,2007-02-11,LEVEL_1,2025-10-26,SEN,Kaolack,ACTIVE,345755.4
CUST-001004470,+221602959708,Talla,Diop,1978-03-02,LEVEL_2,2021-07-09,SEN,Louga,ACTIVE,193796.03
CUST-001004471,00224645730819,Saliou,Bah,1955-08-27,LEVEL_2,2022-05-11,GIN,Kindia,ACTIVE,383590.34
CUST-001004472,+221620394192,Mor,Compaoré,1968-09-16,LEVEL_1,2023-08-06,SEN,Kaolack,ACTIVE,271514.25
CUST-001004473,+224705166096,Drissa,Doumbia,1957-01-06,LEVEL_2,2025-11-27,GIN,Kankan,DORMANT,496249.34
CUST-001004474,+221753927266,Aïssatou,Tall,1983-10-03,LEVEL_2,2023-08-06,SEN,Diourbel,ACTIVE,214634.06
CUST-001004475,+221751784896,Issa,Thiam,1997-03-18,LEVEL_2,2021-12-16,SEN,Fatick,ACTIVE,457817.22
CUST-001004476,+224646737630,Diaba,Mané,1977-04-19,LEVEL_1,2024-08-04,GIN,Kankan,ACTIVE,491893.11
CUST-001004477,+224639582489,Babacar,Bah,1999-03-06,LEVEL_1,2025-07-16,GIN,Faranah,ACTIVE,428108.56
CUST-001004478,+221758470321,Yacouba,Bangoura,1977-01-21,LEVEL_1,2025-02-27,SEN,Tambacounda,ACTIVE,116669.86
CUST-001004479,+223741506509,Idrissa,Bah,1964-03-26,LEVEL_2,2022-05-26,MLI,Bamako,ACTIVE,270907.66
CUST-001004480,+225631109687,Bocar,Touré,1986-06-04,LEVEL_2,2021-07-23,CIV,San-Pédro,ACTIVE,280529.57
CUST-001004481,+221684288638,Diaba,Coulibaly,1982-10-03,LEVEL_2,2023-06-28,SEN,Thiès,ACTIVE,452935.29
CUST-001004482,+225797782289,Ibrahima,Sawadogo,1989-07-08,LEVEL_2,2021-05-15,CIV,Daloa,ACTIVE,444486.46
CUST-001004483,+224613947334,Yaya,Bah,1967-06-05,LEVEL_2,2023-03-18,GIN,Boké,ACTIVE,323204.78
CUST-001004484,+225613935772,Cheikh,Dia,1985-03-07,LEVEL_2,2021-07-16,CIV,Daloa,ACTIVE,259533.34
CUST-001004485,+225602465878,Aliou,Sangaré,1993-09-19,LEVEL_2,2022-08-14,CIV,San-Pédro,ACTIVE,115116.84
CUST-001004486,+221762179230,Lamine,Diallo,1985-01-18,LEVEL_2,2022-06-10,SEN,Kaffrine,ACTIVE,228484.63
CUST-001004487,+221793941804,Sira,Diagne,1958-02-24,LEVEL_1,2025-08-29,SEN,Kédougou,ACTIVE,199118.74
CUST-001004488,+221611351209,Mor,Dieng,1979-12-26,LEVEL_1,2022-09-27,SEN,Dakar,ACTIVE,240321.03
CUST-001004489,+221647547605,Sokhna,Cissé,1971-12-02,LEVEL_0,2023-05-11,SEN,Kédougou,ACTIVE,182064.73
CUST-001004490,+221608617953,Marème,Coulibaly,1989-06-20,LEVEL_2,2023-11-24,SEN,Tambacounda,ACTIVE,144134.85
CUST-001004491,+221734632822,Mafoudia,Diop,1979-07-15,LEVEL_2,2022-06-05,SEN,Tambacounda,ACTIVE,292403.03
CUST-001004492,+225710114858,Aliou,Sakho,1983-08-17,LEVEL_1,2024-04-26,CIV,Daloa,ACTIVE,231071.22
CUST-001004493,+224767178241,Mariétou,Touré,1994-02-22,LEVEL_1,2023-12-25,GIN,Kankan,ACTIVE,327892.77
CUST-001004494,+223749277865,Mamadou,Konaté,1995-10-20,LEVEL_2,2021-07-31,MLI,Ségou,ACTIVE,21340.54
CUST-001004495,+221763493107,Naby,Sidibé,1973-08-06,LEVEL_1,2021-12-28,SEN,Kaolack,ACTIVE,4246.83
CUST-001004496,+221605100155,Marème,Konaré,1958-09-23,LEVEL_0,2022-07-19,SEN,Sédhiou,DORMANT,358299.85
CUST-001004497,+223608433408,Daouda,Fofana,1982-10-19,LEVEL_2,2021-08-18,MLI,Koulikoro,ACTIVE,65148.78
CUST-001004498,+221742646640,Daouda,Keita,1984-10-19,LEVEL_2,2022-01-13,SEN,Saint-Louis,ACTIVE,397947.5
CUST-001004499,+225701530890,Yacouba,Sangaré,1960-10-04,LEVEL_2,2023-04-13,CIV,Abidjan,ACTIVE,451070.41
CUST-001004500,+225694577372,Aïssatou,Diop,1984-12-06,LEVEL_2,2024-03-12,CIV,Yamoussoukro,SUSPENDED,381777.01
CUST-001004501,+223624505026,Issa,Lo,1970-03-15,LEVEL_1,2024-09-27,MLI,Kayes,ACTIVE,428876.07
CUST-001004502,+221656351850,Adama,Konkobo,1955-08-18,LEVEL_0,2023-10-24,SEN,Thiès,ACTIVE,206664.2
CUST-001004503,+224616922087,Sékou,Kourouma,1981-01-04,LEVEL_2,2022-03-11,GIN,Faranah,ACTIVE,126856.17
CUST-001004504,+221632407254,Aboubacar,Sané,1993-04-27,LEVEL_0,2024-11-07,SEN,Matam,ACTIVE,481328.51
CUST-001004505,+221688467376,Ndèye,Yaméogo,1960-02-14,LEVEL_2,2023-05-22,SEN,Ziguinchor,ACTIVE,408493.41
CUST-001004506,+224791468954,Hawa,Coulibaly,1992-11-14,LEVEL_2,2022-12-29,GIN,Faranah,SUSPENDED,6729.45
CUST-001004507,+225755400762,Mariétou,Bah,1991-02-03,LEVEL_1,2022-05-22,CIV,Bouaké,ACTIVE,368643.23
CUST-001004508,+223657314801,Marème,Sow,2002-04-01,LEVEL_2,2025-04-05,MLI,Mopti,ACTIVE,432201.51
CUST-001004509,+224766420435,Pape,Soumah,1987-06-02,LEVEL_2,2021-05-01,GIN,Faranah,ACTIVE,284709.84
CUST-001004510,+221675894229,Mafoudia,Touré,1968-02-08,LEVEL_0,2023-09-29,SEN,Diourbel,ACTIVE,348859.55
CUST-001004511,+221799698178,Coumba,Cissé,1962-07-05,LEVEL_0,2021-05-12,SEN,Kaffrine,ACTIVE,478429.43
CUST-001004512,+221675363223,Demba,Doumbia,2006-05-21,LEVEL_2,2021-06-02,SEN,Kaffrine,ACTIVE,159522.17
CUST-001004513,+224684944608,Tidiane,Doumbouya,1972-09-16,LEVEL_0,2022-03-17,GIN,Boké,ACTIVE,42899.43
CUST-001004514,+224693654116,Astou,Mbaye,1969-09-26,LEVEL_1,2025-02-15,GIN,Conakry,ACTIVE,76392.81
CUST-001004515,+224763979244,Lamine,Yansané,2005-05-28,LEVEL_1,2022-08-13,GIN,Labé,ACTIVE,334454.65
CUST-001004516,+224631391254,Yacouba,Mbaye,1994-10-15,LEVEL_2,2025-09-28,GIN,Boké,ACTIVE,327904.5
CUST-001004517,+221687362514,Moussa,Diop,1964-01-16,LEVEL_2,2024-11-15,SEN,Thiès,DORMANT,399038.05
CUST-001004518,+224658824043,Ndèye,Diallo,1990-06-05,LEVEL_1,2022-07-30,GIN,Faranah,SUSPENDED,330606.78
CUST-001004519,+225715155623,Awa,Barry,1978-06-17,LEVEL_1,2021-05-29,CIV,Yamoussoukro,ACTIVE,170689.99
CUST-001004520,+225623825158,Moussa,Wade,1979-01-19,LEVEL_2,2024-01-20,CIV,Korhogo,ACTIVE,288988.39
CUST-001004521,+224642390298,Khadidja,Sarr,1955-05-17,LEVEL_2,2021-08-26,GIN,Boké,ACTIVE,292880.44
CUST-001004522,+224665216562,Aïssatou,Kaboré,1968-08-13,LEVEL_1,2022-06-24,GIN,Kankan,ACTIVE,133414.05
CUST-001004523,+224652629426,Diaba,Seck,1956-09-18,LEVEL_1,2023-11-18,GIN,Nzérékoré,DORMANT,20188.45
CUST-001004524,+221694422417,Bintou,Konaré,1979-06-06,LEVEL_2,2022-09-01,SEN,Kaffrine,ACTIVE,390763.09
CUST-001004525,+225698659514,Maïmouna,Sarr,1955-12-11,LEVEL_0,2021-02-06,CIV,Daloa,ACTIVE,361185.4
CUST-001004526,+224738204445,Mohamed,Niang,1974-07-20,LEVEL_2,2025-02-04,GIN,Mamou,ACTIVE,355105.82
CUST-001004527,+225622670238,Idrissa,Keita,1989-04-16,LEVEL_0,2022-07-07,CIV,Abidjan,ACTIVE,185548.35
CUST-001004528,+225679240662,Bintou,Dia,1970-03-13,LEVEL_1,2024-05-07,CIV,Abidjan,ACTIVE,265635.29
CUST-001004529,+225743872833,Aminata,Ouédraogo,2006-03-04,LEVEL_0,2025-02-05,CIV,Abidjan,DORMANT,253326.32
CUST-001004530,+224640460051,Demba,Diop,1964-09-24,LEVEL_2,2021-10-15,GIN,Conakry,ACTIVE,221114.89
CUST-001004531,+224611779219,Lansana,Sané,1986-07-05,LEVEL_0,2025-04-29,GIN,Kindia,DORMANT,290491.7
CUST-001004532,+223777409546,Bintou,Sawadogo,1978-09-25,LEVEL_1,2022-07-12,MLI,Tombouctou,CLOSED,263853.66
CUST-001004533,+224798995562,Aliou,Konaré,1986-08-03,LEVEL_2,2021-03-16,GIN,Kindia,ACTIVE,229215.19
CUST-001004534,+221723896012,Boubacar,Konaré,2007-12-02,LEVEL_2,2021-10-29,SEN,Ziguinchor,ACTIVE,65868.91
CUST-001004535,+225712247028,Ousmane,Keita,2001-11-04,LEVEL_1,2025-04-04,CIV,Abidjan,ACTIVE,94651.26
CUST-001004536,+224690559122,Sira,Doumbouya,1981-08-07,LEVEL_2,2025-07-22,GIN,Mamou,ACTIVE,152146.01
CUST-001004537,+224727685567,Rokhaya,Cissé,1980-02-05,LEVEL_0,2022-05-14,GIN,Conakry,ACTIVE,311323.34
CUST-001004538,+221794407855,Souleymane,Diallo,1973-07-24,LEVEL_1,2022-04-17,SEN,Tambacounda,ACTIVE,63074.38
CUST-001004539,+221610216057,Mariétou,Mboup,1973-07-06,LEVEL_2,2022-05-12,SEN,Saint-Louis,DORMANT,347344.74
CUST-001004540,+224705938862,Marème,Doumbia,1972-07-06,LEVEL_2,2021-12-14,GIN,Nzérékoré,ACTIVE,400942.52
CUST-001004541,+224601051446,Lamine,Fall,1992-11-03,LEVEL_2,2023-03-29,GIN,Kindia,ACTIVE,101406.34
CUST-001004542,+225607819012,Talla,Conté,1978-03-10,LEVEL_0,2023-12-20,CIV,Korhogo,ACTIVE,53613.45
CUST-001004543,+221736416656,Lansana,Compaoré,1973-10-01,LEVEL_2,2022-07-18,SEN,Kaolack,ACTIVE,204000.0
CUST-001004544,+221701154477,Boubacar,Sangaré,2007-07-26,LEVEL_2,2022-09-15,SEN,Ziguinchor,ACTIVE,12755.91
CUST-001004545,+223607432983,Ngoné,Dia,1990-04-13,LEVEL_2,2024-10-23,MLI,Mopti,DORMANT,474836.64
CUST-001004546,+224702871178,Mohamed,Soumah,2005-02-11,LEVEL_2,2024-06-29,GIN,Nzérékoré,ACTIVE,254860.63
CUST-001004547,+225737987169,Lamine,Fofana,2003-12-06,LEVEL_1,2022-10-04,CIV,Korhogo,DORMANT,154067.32
CUST-001004548,+223674543838,Hawa,Tall,1982-04-09,LEVEL_2,2024-02-21,MLI,Kayes,ACTIVE,397202.15
CUST-001004549,+224663432173,Saliou,Niass,1973-10-05,LEVEL_2,2024-07-12,GIN,Faranah,ACTIVE,148984.63
CUST-001004550,+223686915893,Bineta,Dia,1964-05-08,LEVEL_2,2024-05-07,MLI,Mopti,ACTIVE,307339.58
CUST-001004551,+223726164961,Sékou,Cheikhna,1982-03-19,LEVEL_2,2025-01-18,MLI,Kayes,ACTIVE,201023.9
CUST-001004552,+221795784247,Diaba,Sy,2007-02-06,LEVEL_1,2023-02-03,SEN,Dakar,ACTIVE,378902.78
CUST-001004553,+224715653422,Sékou,Lo,1992-06-14,LEVEL_1,2021-12-11,GIN,Nzérékoré,ACTIVE,439627.29
CUST-001004554,+221788375712,Naby,Dieng,1993-07-13,LEVEL_2,2023-12-07,SEN,Kaffrine,ACTIVE,174472.66
CUST-001004555,+224690789795,Daouda,Ka,1964-02-01,LEVEL_2,2021-10-17,GIN,Mamou,ACTIVE,155460.95
CUST-001004556,+224778923920,Bocar,Keita,1990-08-16,LEVEL_2,2023-04-09,GIN,Nzérékoré,ACTIVE,178263.63
CUST-001004557,00223785463604,Marème,Camara,1971-09-23,LEVEL_1,2023-06-10,MLI,Kayes,ACTIVE,59522.36
CUST-001004558,+221698781185,Souleymane,Cissé,1996-05-03,LEVEL_2,2025-09-19,SEN,Thiès,ACTIVE,280892.84
CUST-001004559,+223674589376,Mohamed,Mbaye,1987-10-28,LEVEL_2,2024-11-08,MLI,Sikasso,ACTIVE,437510.29
CUST-001004560,+224715739992,Sira,Sané,2006-12-04,LEVEL_1,2024-10-02,GIN,Nzérékoré,ACTIVE,314126.58
CUST-001004561,+225780422616,Mor,Ndiaye,1982-06-11,LEVEL_2,2024-08-22,CIV,Man,ACTIVE,167865.82
CUST-001004562,+225645806781,Astou,Sarr,1967-04-15,LEVEL_2,2022-09-07,CIV,San-Pédro,ACTIVE,320262.37
CUST-001004563,+223648512830,Rokhaya,Diallo,1961-07-20,LEVEL_1,2025-09-03,MLI,Koulikoro,ACTIVE,409212.06
CUST-001004564,+221712366543,Lamine,Faye,1971-12-20,LEVEL_2,2024-04-28,SEN,Thiès,DORMANT,140559.7
CUST-001004565,+224682347980,Bintou,Tall,1994-12-12,LEVEL_2,2025-09-10,GIN,Faranah,ACTIVE,314897.37
CUST-001004566,+221674670026,Sékou,Sy,1994-04-22,LEVEL_2,2024-11-23,SEN,Saint-Louis,ACTIVE,242303.26
CUST-001004567,+221772870987,Boubacar,Ndiaye,1975-05-02,LEVEL_2,2022-10-29,SEN,Kolda,ACTIVE,452718.64
CUST-001004568,+221651593404,Moussa,Touré,1998-04-20,LEVEL_2,2023-09-24,SEN,Fatick,ACTIVE,82341.17
CUST-001004569,+223789982995,Mor,Mané,1982-04-22,LEVEL_2,2021-04-30,MLI,Tombouctou,DORMANT,172211.8
CUST-001004570,+224785013255,Demba,Konkobo,1969-08-21,LEVEL_2,2025-06-11,GIN,Faranah,ACTIVE,229272.49
CUST-001004571,+224705556691,Saliou,Dembélé,1984-11-05,LEVEL_2,2024-08-18,GIN,Nzérékoré,SUSPENDED,107899.86
CUST-001004572,+224746421731,Idrissa,Diallo,1981-11-10,LEVEL_2,2024-04-11,GIN,Labé,ACTIVE,120387.64
CUST-001004573,+221706954893,Idrissa,Touré,1990-11-09,LEVEL_0,2021-03-21,SEN,Thiès,DORMANT,154168.55
CUST-001004574,+221799076148,Khady,Dembélé,1974-04-19,LEVEL_2,2023-06-21,SEN,Matam,ACTIVE,234892.3
CUST-001004575,+221641804744,Issa,Doumbia,1956-09-03,LEVEL_1,2023-10-04,SEN,Ziguinchor,ACTIVE,236403.8
